"in.c-looker.looker_data_18","us-east-1","5150","kbcjobs_count"
"in.c-looker.looker_data_18","us-east-1","5150","kbcjobs_project_id"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_runtime_sec_kbcjobs_job_status_cancelled"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_runtime_sec_kbcjobs_job_status_error"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_runtime_sec_kbcjobs_job_status_processing"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_runtime_sec_kbcjobs_job_status_success"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_runtime_sec_kbcjobs_job_status_terminated"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_runtime_sec_kbcjobs_job_status_terminating"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_runtime_sec_kbcjobs_job_status_waiting"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_runtime_sec_kbcjobs_job_status_warning"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_waittime_sec_kbcjobs_job_status_cancelled"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_waittime_sec_kbcjobs_job_status_error"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_waittime_sec_kbcjobs_job_status_processing"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_waittime_sec_kbcjobs_job_status_success"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_waittime_sec_kbcjobs_job_status_terminated"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_waittime_sec_kbcjobs_job_status_terminating"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_waittime_sec_kbcjobs_job_status_waiting"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_average_waittime_sec_kbcjobs_job_status_warning"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_backend"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_backend_worker"
"in.c-looker.looker_data_43","us-east-1","5150","kbcjobs_run_by_token_desc"
"in.c-looker.looker_table_17","us-east-1","5150","kbcjobs_job_start_date"
"in.c-looker.looker_table_17","us-east-1","5150","kbcjobs_total_credits_real_kbcjobs_component_type"
"in.c-looker.looker_table_17","us-east-1","5150","kbcjobs_total_credits_real_kbcjobs_component_type_application"
"in.c-looker.looker_table_17","us-east-1","5150","kbcjobs_total_credits_real_kbcjobs_component_type_extractor"
"in.c-looker.looker_table_17","us-east-1","5150","kbcjobs_total_credits_real_kbcjobs_component_type_other"
"in.c-looker.looker_table_17","us-east-1","5150","kbcjobs_total_credits_real_kbcjobs_component_type_processor"
"in.c-looker.looker_table_17","us-east-1","5150","kbcjobs_total_credits_real_kbcjobs_component_type_transformation"
"in.c-looker.looker_table_17","us-east-1","5150","kbcjobs_total_credits_real_kbcjobs_component_type_writer"
"in.c-looker.table_17","us-east-1","5150","kbcjobs_job_start_date"
"in.c-looker.table_19","us-east-1","5150","kbcjobs_component"
"in.c-looker.table_19","us-east-1","5150","kbcjobs_count"
"in.c-looker.test_0201","us-east-1","5150","email"
"in.c-looker.test_0201","us-east-1","5150","name"
"in.c-looker.test_0201","us-east-1","5150","html_file"
"in.c-looker.test_0201","us-east-1","5150","subject"
"in.c-looker.test_0201","us-east-1","5150","attachments"
"in.c-looker.test_0201","us-east-1","5150","delivery"
"in.c-looker.test_0201","us-east-1","5150","emoji"
"in.c-looker.test_0201","us-east-1","5150","weather"
"in.c-looker.test_v02","us-east-1","5150","name"
"in.c-looker.test_v02","us-east-1","5150","email"
"in.c-looker.test_v02","us-east-1","5150","age"
"in.c-looker.test_v02","us-east-1","5150","gender"
"in.c-looker.test_v02","us-east-1","5150","number"
"in.c-mysql.addresses","us-east-1","5150","id"
"in.c-mysql.addresses","us-east-1","5150","address1"
"in.c-mysql.addresses","us-east-1","5150","address2"
"in.c-mysql.addresses","us-east-1","5150","postcode"
"in.c-mysql.addresses","us-east-1","5150","city"
"in.c-mysql.addresses","us-east-1","5150","country"
"in.c-mysql.order-items","us-east-1","5150","order_id"
"in.c-mysql.order-items","us-east-1","5150","cart_id"
"in.c-mysql.order-items","us-east-1","5150","product_id"
"in.c-mysql.order-items","us-east-1","5150","product_attribute_id"
"in.c-mysql.order-items","us-east-1","5150","quantity"
"in.c-mysql.orders","us-east-1","5150","id"
"in.c-mysql.orders","us-east-1","5150","id_customer"
"in.c-mysql.orders","us-east-1","5150","id_address_delivery"
"in.c-mysql.orders","us-east-1","5150","date"
"in.c-mysql.orders","us-east-1","5150","payment"
"in.c-mysql.orders","us-east-1","5150","current_state_id"
"in.c-mysql.orders","us-east-1","5150","currency"
"in.c-mysql.orders","us-east-1","5150","total_paid_tax_incl"
"in.c-mysql.orders","us-east-1","5150","total_discounts_tax_incl"
"in.c-mysql.orders","us-east-1","5150","total_shipping_tax_incl"
"in.c-mysql.orders","us-east-1","5150","total_wrapping_tax_incl"
"in.c-mysql.webinar_demo","us-east-1","5150","phrase"
"in.c-mailgun.mailing_list_test","us-east-1","5150","email"
"in.c-mailgun.mailing_list_test","us-east-1","5150","name"
"in.c-mailgun.mailing_list_test","us-east-1","5150","html_file"
"in.c-mailgun.mailing_list_test","us-east-1","5150","subject"
"in.c-mailgun.mailing_list_test","us-east-1","5150","attachments"
"in.c-mailgun.mailing_list_test","us-east-1","5150","delivery"
"in.c-mailgun.mailing_list_test","us-east-1","5150","emoji"
"in.c-mailgun.mailing_list_test","us-east-1","5150","weather"
"in.c-mailgun.mailing_list_test_snapshot","us-east-1","5150","start_date"
"in.c-mailgun.mailing_list_test_snapshot","us-east-1","5150","weather"
"in.c-mailgun.mailing_list_test_snapshot","us-east-1","5150","snap_pk"
"in.c-mailgun.mailing_list_test_snapshot","us-east-1","5150","actual"
"in.c-mailgun.mailing_list_test_snapshot","us-east-1","5150","is_deleted"
"in.c-mailgun.mailing_list_test_snapshot","us-east-1","5150","end_date"
"in.c-mailgun.mailing_list_test_snapshot","us-east-1","5150","email"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","id"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","created_at"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","favorite_count"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","in_reply_to_screen_name"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","in_reply_to_status_id"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","in_reply_to_user_id"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","lang"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","quoted_status_id"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","retweet_count"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","retweeted_status_id"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","source"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","text"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","truncated"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","withheld_copyright"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","user_id"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","keboola_source"
"in.c-keboola-ex-twitter-465136779.tweets-hashtags","us-east-1","5150","text"
"in.c-keboola-ex-twitter-465136779.tweets-hashtags","us-east-1","5150","tweets_pk"
"in.c-keboola-ex-twitter-465136779.tweets-urls","us-east-1","5150","url"
"in.c-keboola-ex-twitter-465136779.tweets-urls","us-east-1","5150","expanded_url"
"in.c-keboola-ex-twitter-465136779.tweets-urls","us-east-1","5150","display_url"
"in.c-keboola-ex-twitter-465136779.tweets-urls","us-east-1","5150","tweets_pk"
"in.c-keboola-ex-twitter-465136779.tweets-user-mentions","us-east-1","5150","name"
"in.c-keboola-ex-twitter-465136779.tweets-user-mentions","us-east-1","5150","screen_name"
"in.c-keboola-ex-twitter-465136779.tweets-user-mentions","us-east-1","5150","user_id"
"in.c-keboola-ex-twitter-465136779.tweets-user-mentions","us-east-1","5150","tweets_pk"
"in.c-keboola-ex-twitter-465136779.users","us-east-1","5150","id"
"in.c-keboola-ex-twitter-465136779.users","us-east-1","5150","name"
"in.c-keboola-ex-twitter-465136779.users","us-east-1","5150","screen_name"
"in.c-keboola-ex-twitter-465136779.users","us-east-1","5150","created_at"
"in.c-keboola-ex-twitter-465136779.users","us-east-1","5150","description"
"in.c-keboola-ex-twitter-465136779.users","us-east-1","5150","favourites_count"
"in.c-keboola-ex-twitter-465136779.users","us-east-1","5150","followers_count"
